payment_term_days,penalty_percentage,ambiguity_flag,clause_type,risk_label
0,0.0,0,data_protection,0.034245691800751446
0,0.0,1,liability,0.5046980593764742
0,0.0,0,liability,0.13434710485311824
0,0.0,0,liability,0.2535491809975205
0,3.48,0,penalty,0.1551151975522523
0,0.0,1,termination,0.4430673869451222
0,0.0,0,data_protection,0.1489045173884479
0,0.0,1,termination,0.580265225560743
0,12.22,0,penalty,0.5730593165555442
0,0.0,0,data_protection,0.0
0,4.72,0,penalty,0.0
0,0.0,0,liability,0.06284106202768758
0,0.0,0,other,0.0
0,0.0,0,liability,0.2352959975538902
0,0.0,0,liability,0.05659111307674761
0,3.13,0,penalty,0.0
0,11.02,0,penalty,0.588767195030917
23,0.0,1,payment,0.2224768206332312
0,0.0,0,other,0.0
0,0.0,1,liability,0.4215488106186698
0,0.0,0,termination,0.039355367974242744
36,0.0,0,payment,0.05761745994711011
10,0.0,0,payment,0.021822273253109627
0,0.0,0,confidentiality,0.0
0,0.0,1,confidentiality,0.19627538456735433
24,0.0,0,payment,0.0
0,0.0,0,termination,0.15418900971686236
0,0.0,0,confidentiality,0.014520406028545825
0,0.0,0,data_protection,0.009933230542922588
0,9.67,0,penalty,0.0
0,0.0,1,data_protection,0.4846980331447603
0,0.0,0,data_protection,0.0
0,0.0,0,confidentiality,0.20670440017513797
0,1.99,0,penalty,0.07602510946353604
27,0.0,0,payment,0.0
0,0.0,1,liability,0.4396014813284179
0,0.0,1,confidentiality,0.3531916892218846
0,0.0,1,confidentiality,0.2680942978933657
0,0.0,0,termination,0.3709292494729622
0,0.0,0,other,0.029555045097915268
30,0.0,0,payment,0.0
0,0.0,0,data_protection,0.14324819174525058
0,0.0,1,termination,0.5632781866106285
0,0.0,1,other,0.40098949610496604
32,0.0,1,payment,0.2652473266227045
0,0.0,0,data_protection,0.06758087300440806
0,0.0,0,confidentiality,0.0756988616645352
0,5.14,0,penalty,0.0
0,0.0,0,penalty,0.017059420358086327
0,0.0,0,other,0.0
0,0.0,0,liability,0.3204970647300749
0,0.0,1,other,0.4886828112124237
27,0.0,0,payment,0.0055724912288694604
0,0.0,0,other,0.0
0,0.0,0,confidentiality,0.10517834670159001
0,0.0,1,data_protection,0.17049212279363837
16,0.0,1,payment,0.3471688105197841
0,0.0,0,confidentiality,0.0
0,0.0,0,other,0.044539882441174045
30,0.0,0,payment,0.0
0,0.0,0,liability,0.06372963964600209
0,0.0,0,termination,0.0
0,0.0,0,liability,0.17450227825791448
0,0.0,0,penalty,0.2796032708335277
0,0.0,1,termination,0.48501220332375383
0,5.32,1,penalty,0.39515140629429535
0,0.0,0,other,0.07216720640432349
0,0.0,0,liability,0.3010345002941578
0,0.0,0,termination,0.28138639081236055
0,0.0,0,data_protection,0.11593298033642481
0,0.0,0,liability,0.3363153102106705
0,0.0,1,liability,0.6764686934262719
0,0.0,1,other,0.26706690016801976
0,0.0,0,confidentiality,0.1754794181984365
0,7.36,1,penalty,0.26449676723532756
0,0.0,1,data_protection,0.29690417493634264
98,0.0,1,payment,0.7205697424836479
78,0.0,1,payment,0.7816016663647322
0,8.11,0,penalty,0.012064722599479522
0,0.0,0,penalty,0.05518636553095008
84,0.0,0,payment,0.4575784434788214
0,0.0,0,other,0.09826909839455139
112,0.0,1,payment,0.9403897541198284
0,0.0,0,data_protection,0.019855836289629183
0,4.38,1,penalty,0.3541001872603629
0,0.0,1,other,0.31848361236948736
38,0.0,0,payment,0.023599975667733086
0,0.0,1,termination,0.598712220012871
0,0.0,0,liability,0.276798326969457
78,0.0,1,payment,0.7437533224105732
0,0.0,1,confidentiality,0.32175079056935607
0,0.0,1,confidentiality,0.31196056688870694
0,0.0,0,liability,0.335484517237325
60,0.0,0,payment,0.020768768716311115
0,0.0,0,liability,0.11807356064451975
0,11.78,1,penalty,0.8640562725975097
0,0.0,1,confidentiality,0.3096120776940983
0,0.0,1,termination,0.7741878340269917
0,0.0,0,termination,0.24125703966441225
0,0.0,0,liability,0.28360610511595236
0,0.0,0,liability,0.20822839892754244
0,0.0,0,termination,0.14447760008712385
0,0.0,1,confidentiality,0.25798131829041426
0,0.0,1,data_protection,0.2547671834365499
0,0.0,0,liability,0.09294219203228325
0,1.76,0,penalty,0.08018573320401666
0,0.0,0,other,0.0166452208213056
0,0.0,0,liability,0.14988600327214302
0,10.95,0,penalty,0.562660073162343
0,5.85,1,penalty,0.2996987396816161
0,0.0,0,termination,0.3547505201330062
0,0.0,0,penalty,0.0
0,0.0,0,liability,0.11494435413378046
0,0.0,1,confidentiality,0.22690699600580808
0,5.19,0,penalty,0.09074947684172557
0,0.0,0,termination,0.08681838578673043
0,0.0,1,liability,0.4362146903270559
15,0.0,1,payment,0.2257485649143059
0,0.0,0,confidentiality,0.0
0,0.0,0,data_protection,0.03431090829517586
0,0.0,1,penalty,0.16401438590200806
0,0.0,0,confidentiality,0.0
27,0.0,0,payment,0.017554582989050792
0,8.76,0,penalty,0.0976899078037066
0,0.0,1,data_protection,0.24410781527284114
0,0.0,1,liability,0.48314441259372387
0,0.0,0,other,0.0
0,0.0,1,liability,0.61659137153714
0,0.0,0,termination,0.2650201177958661
0,0.0,0,liability,0.3660136953448242
0,0.0,1,termination,0.42196983461430954
49,0.0,1,payment,0.4443764604073259
0,0.0,1,termination,0.5459929025822144
0,0.0,1,termination,0.593722362153485
0,7.46,0,penalty,0.0
0,0.0,0,data_protection,0.0
0,0.0,0,liability,0.1723101160203622
0,0.31,1,penalty,0.4618802025020598
0,0.0,1,data_protection,0.2033023856870787
28,0.0,0,payment,0.0
0,0.0,0,data_protection,0.0
0,0.0,1,liability,0.38926804866536885
0,8.12,0,penalty,0.13993554365860023
0,0.0,0,data_protection,0.13831450008722748
50,0.0,1,payment,0.24205367259299296
0,0.0,0,termination,0.17947453703859137
0,0.0,0,data_protection,0.17359638031652494
0,0.0,0,termination,0.3567353001959409
20,0.0,1,payment,0.1968423753129842
0,0.0,0,other,0.0
0,0.0,1,data_protection,0.30380034781682
0,0.0,0,penalty,0.0
0,0.0,1,other,0.39328790843286215
0,0.0,1,confidentiality,0.3757455749317041
0,0.0,1,confidentiality,0.4078680833431296
0,8.0,1,penalty,0.41335467745027055
0,11.9,1,penalty,0.9401625505491472
0,0.0,1,data_protection,0.2328376632061948
0,0.0,0,other,0.0
0,0.0,0,data_protection,0.023519982885470102
0,0.0,0,data_protection,0.1716765480314387
0,0.0,0,confidentiality,0.04770408272231215
0,0.0,0,termination,0.1113001939270466
0,0.0,1,liability,0.36080036628119894
0,0.0,0,data_protection,0.03819354522315534
0,0.0,0,confidentiality,0.10894367093604343
0,0.0,0,confidentiality,0.0
0,0.0,0,liability,0.27718819950354323
0,7.26,1,penalty,0.3998010109859652
0,7.14,0,penalty,0.0
0,0.0,0,data_protection,0.02765691525949277
0,0.0,0,data_protection,0.021743287317972287
0,0.0,0,other,0.06684681295291105
0,0.0,1,other,0.30674985358750084
0,0.0,1,data_protection,0.3505939836533724
59,0.0,1,payment,0.22457241499806418
0,0.0,1,data_protection,0.26654924936432534
0,0.0,0,other,0.035555062967435276
0,0.0,1,data_protection,0.26357975165120623
0,0.0,0,liability,0.21255764534715427
63,0.0,0,payment,0.2980444451022832
0,0.0,0,liability,0.16964640144228021
0,0.0,0,confidentiality,0.12691771825431292
50,0.0,0,payment,0.0
0,0.0,0,data_protection,0.10224409523938105
0,0.0,1,data_protection,0.33920845297008695
0,0.0,0,other,0.03904023439162669
0,0.0,1,liability,0.3896410682784229
0,0.0,1,termination,0.5316200076204561
0,4.33,0,penalty,0.0
0,7.57,0,penalty,0.0
0,0.0,1,confidentiality,0.2849658077419096
0,0.0,1,confidentiality,0.42061533956705915
0,0.0,0,data_protection,0.042201316070696875
0,3.73,1,penalty,0.13817892052868386
0,0.0,0,confidentiality,0.0
0,8.41,0,penalty,0.0
22,0.0,0,payment,0.04137990974514982
13,0.0,0,payment,0.05587407526118417
0,0.0,0,payment,0.0
0,0.0,0,penalty,0.0
0,0.0,0,payment,0.16283966231285382
0,0.0,0,data_protection,0.0
0,0.0,0,data_protection,0.0
0,6.03,0,penalty,0.06312912832601679
0,0.0,0,termination,0.23740565698475724
0,0.0,0,data_protection,0.0
0,0.0,1,confidentiality,0.2319112717960918
0,0.0,0,liability,0.04439932672263169
0,0.0,0,other,0.12360931752104375
0,0.0,0,confidentiality,0.08653169020203796
52,0.0,0,payment,0.1227050059970152
0,6.68,0,penalty,0.0
0,0.0,0,liability,0.06687670464422221
0,0.0,1,termination,0.5193330666952733
0,9.18,0,penalty,0.003126687724867452
0,0.0,0,data_protection,0.08864481970162597
0,0.0,1,liability,0.4709725455811349
0,0.0,1,data_protection,0.2565889820504019
0,0.0,1,data_protection,0.3170497235040431
0,0.0,0,payment,0.0
0,0.0,0,termination,0.16947752956453324
0,0.0,1,liability,0.31975910925057827
0,0.0,1,data_protection,0.36326212997842694
0,0.0,0,liability,0.31439879192021636
0,1.56,1,penalty,0.29373430437975556
0,0.0,0,liability,0.12908736150980873
0,0.0,0,other,0.01704162223754877
0,0.0,0,other,0.04906362214227147
0,0.0,1,data_protection,0.27910395126679693
0,0.0,0,data_protection,0.0
0,0.0,0,liability,0.0
0,0.0,0,other,0.0
0,0.03,0,penalty,0.0
0,0.0,0,other,0.0732345054421645
0,0.0,0,termination,0.03864386021232588
0,0.0,1,liability,0.5325176796529064
0,0.0,0,confidentiality,0.050866824958713565
0,0.0,1,termination,0.6010862240371839
0,0.0,0,liability,0.372212860568497
0,0.0,0,liability,0.2010023302242254
0,6.18,1,penalty,0.2981750034799481
0,0.0,0,termination,0.22825435261067933
0,8.04,0,penalty,0.13111588863181053
0,4.41,1,penalty,0.39621993545951173
0,1.78,1,penalty,0.3927840128081237
0,0.0,0,data_protection,0.0
0,7.78,0,penalty,0.0
55,0.0,0,payment,0.0
0,0.0,1,confidentiality,0.27231867001110793
0,0.0,1,liability,0.5837562703358372
0,0.0,0,liability,0.22341375471132963
0,0.0,0,data_protection,0.0
0,0.0,0,liability,0.25779105137915104
0,0.0,0,termination,0.28034458123655825
0,0.0,0,termination,0.02392372408441823
0,0.0,0,other,0.020624754573786295
0,0.0,0,payment,0.034162921936911436
0,0.0,0,termination,0.36699045043514067
0,0.0,0,other,0.09451937270135938
25,0.0,1,payment,0.1550143434519094
0,0.0,0,termination,0.3221997120973502
0,0.0,1,penalty,0.32246847257518857
0,0.0,0,liability,0.15881738456810804
13,0.0,0,payment,0.012644902282346233
0,0.0,0,other,0.011082109513380319
0,0.0,1,data_protection,0.21818011165776927
0,0.0,1,data_protection,0.384832950037633
0,0.0,0,liability,0.15682042113597938
0,0.0,0,other,0.0
0,0.0,0,confidentiality,0.1221033695525353
0,0.0,1,termination,0.5875715862400981
0,0.0,0,liability,0.14722231357540605
53,0.0,0,payment,0.0
0,0.0,0,confidentiality,0.0
83,0.0,1,payment,0.7000687242349862
26,0.0,0,payment,0.03550224544215164
0,9.57,0,penalty,0.0
0,0.0,1,liability,0.5129064798240169
0,0.0,0,termination,0.08689736085080568
0,0.0,1,other,0.19368909633505355
0,0.0,1,other,0.26230857745861036
0,0.0,0,data_protection,0.0
102,0.0,0,payment,0.6629323336618026
0,0.0,0,data_protection,0.0428816500330573
50,0.0,0,payment,0.1429324262712855
0,0.0,0,data_protection,0.0
0,0.0,0,termination,0.4057495469711699
0,0.0,0,data_protection,0.0
0,0.0,1,other,0.40658609987616373
0,0.0,1,confidentiality,0.2708188731084456
0,6.84,0,penalty,0.1588044156069582
0,0.0,0,data_protection,0.0
0,0.0,1,other,0.41484457091967547
0,0.0,0,termination,0.32706310606582234
0,0.0,0,liability,0.2536743623012462
0,0.0,0,data_protection,0.0
0,0.0,0,termination,0.17280879989265638
0,0.0,0,data_protection,0.029798223637745164
0,0.0,1,termination,0.43720834774019174
0,0.0,0,termination,0.19203586087542848
0,0.0,0,other,0.0
0,0.0,0,confidentiality,0.003272449154070758
21,0.0,1,payment,0.17427887251424626
0,0.0,0,confidentiality,0.0
0,0.0,0,termination,0.2732140563485116
0,5.56,0,penalty,0.0
0,3.81,0,penalty,0.0
6,0.0,0,payment,0.19438768931086037
0,0.0,1,payment,0.42251323481678743
0,0.0,0,termination,0.10768673895421517
0,0.0,0,confidentiality,0.0
0,0.0,0,other,0.0
24,0.0,1,payment,0.1683251153177943
0,0.0,0,confidentiality,0.02822076428899345
0,0.0,0,data_protection,0.1899881934895215
0,0.0,0,data_protection,0.025293681426508008
0,0.0,0,data_protection,0.0
0,0.0,1,data_protection,0.35131057981760827
0,9.22,1,penalty,0.3495212953124112
0,0.0,1,data_protection,0.36593805861869516
0,0.0,0,data_protection,0.0
0,0.0,0,payment,0.0
0,0.0,1,data_protection,0.3148750896235215
0,13.55,1,penalty,0.9734304675561496
0,0.0,1,data_protection,0.2504141589263187
0,0.0,1,liability,0.4072646865809426
0,0.0,1,liability,0.502772168847657
0,10.01,0,penalty,0.4189967596727421
0,0.0,0,confidentiality,0.0
0,0.0,0,confidentiality,0.1639964529371393
0,0.0,0,confidentiality,0.03887201230511087
0,0.0,1,confidentiality,0.447907897340576
48,0.0,1,payment,0.14512370778767208
0,0.0,0,penalty,0.0
9,0.0,0,payment,0.0
0,0.0,0,data_protection,0.0
0,0.0,0,data_protection,0.07754454707630927
0,0.0,0,liability,0.18398672044333597
0,0.0,0,liability,0.14247102900972303
0,0.0,0,termination,0.16008881477972503
10,0.0,1,payment,0.2290649712063933
0,0.0,0,liability,0.15169389483165607
0,0.0,0,liability,0.2575779782666453
0,0.0,0,payment,0.15213984978319223
15,0.0,1,payment,0.21038105376833394
0,10.79,0,penalty,0.5901411867715738
0,3.49,0,penalty,0.0
0,0.0,0,liability,0.030290261501374816
10,0.0,1,payment,0.22313136859299576
0,0.0,1,data_protection,0.3969457200526737
0,0.0,0,data_protection,0.10836060798301857
60,0.0,0,payment,0.05280683677462349
0,0.0,0,confidentiality,0.0457229874827689
0,0.0,0,termination,0.30325462043416573
0,0.0,0,other,0.004425938607032916
0,0.0,0,liability,0.20495785204847067
0,0.0,0,confidentiality,0.132634219798722
0,0.0,0,liability,0.10618226245722945
34,0.0,0,payment,0.0
0,0.0,0,termination,0.023270264688942388
0,0.0,0,data_protection,0.1598647170504717
0,0.0,0,liability,0.0
0,0.0,0,penalty,0.0
0,0.0,0,confidentiality,0.0
0,0.0,0,other,0.0
0,0.0,0,termination,0.263490780411372
0,0.0,0,confidentiality,0.0
0,0.0,0,termination,0.2710332496238626
0,10.5,0,penalty,0.7958347454220593
0,0.0,1,liability,0.552376021744568
0,0.0,1,other,0.4769116700263286
0,0.0,0,liability,0.1638354722314343
0,6.89,0,penalty,0.0
0,0.0,0,data_protection,0.06397873317955374
0,0.0,0,other,0.018741988052343648
65,0.0,1,payment,0.8555604466003449
0,0.0,1,other,0.2795545020314775
0,0.0,0,termination,0.2885458958900338
0,0.0,0,data_protection,0.0947526462122858
0,11.54,1,penalty,1.0
0,0.0,0,data_protection,0.08566171046256776
66,0.0,0,payment,0.5466725467592104
44,0.0,0,payment,0.10701502383164274
1,0.0,0,payment,0.21094445946424592
0,0.0,0,liability,0.26086074423567407
73,0.0,1,payment,0.6392440135631026
0,0.0,0,confidentiality,0.10277044066056898
0,0.0,0,data_protection,0.0
0,0.0,0,payment,0.018384954475369485
0,0.0,0,data_protection,0.08433726221570587
0,0.0,0,other,0.27596600389110776
0,0.0,0,other,0.0
58,0.0,0,payment,0.0015378981372105676
0,0.0,0,data_protection,0.047978744298417565
0,0.0,1,liability,0.3947034921599693
0,0.0,0,confidentiality,0.0
0,0.0,0,confidentiality,0.03417289147404346
0,0.0,1,liability,0.5965397484591171
67,0.0,0,payment,0.4606242683526788
11,0.0,1,payment,0.2561890175756405
0,0.0,1,liability,0.49698283333708654
0,0.0,0,termination,0.1491859802352689
25,0.0,0,payment,0.0
